Date,MSFT.Adjusted,GOOG.Adjusted,AAPL.Adjusted,BAC.Adjusted,GS.Adjusted
10/12/2011,25.81,548.5,393.73,6.53,96.79
10/13/2011,26.02,558.99,399.84,6.17,93.9
10/14/2011,26.11,591.68,413.13,6.14,94.47
10/17/2011,25.83,582.41,411.16,5.98,94.63
10/18/2011,26.14,590.51,413.36,6.59,99.86
10/19/2011,25.97,580.7,390.24,6.35,98.43
10/20/2011,25.89,583.67,387,6.42,98.5
10/21/2011,26,590.49,384.61,6.41,99.7
10/24/2011,26.03,596.42,397.24,6.67,101.55
10/25/2011,25.67,583.16,389.41,6.41,98.09
10/26/2011,25.45,586.31,392.18,6.54,103.84
10/27/2011,26.09,598.67,396.18,7.16,113.68
10/28/2011,25.83,600.14,396.44,7.29,113.15
10/31/2011,25.49,592.64,396.27,6.78,106.99
11/1/2011,24.88,578.65,388.17,6.35,101.12
11/2/2011,24.9,584.82,389.05,6.67,103.65
11/3/2011,25.4,597.5,394.6,6.86,105.16
11/4/2011,25.13,596.14,391.82,6.44,102.58
11/7/2011,25.66,608.33,391.33,6.4,103.1
11/8/2011,26,612.34,397.69,6.48,106.04
11/9/2011,25.08,600.95,386.97,6.11,97.34
11/10/2011,25.16,595.08,377.12,5.98,97.17
11/11/2011,25.76,608.35,376.53,6.16,99.28
11/14/2011,25.62,613,371.29,6,96.97
11/15/2011,25.79,616.56,380.65,6.08,97.42
11/16/2011,25.14,611.47,376.68,5.85,93.36
11/17/2011,24.63,600.87,369.47,5.76,90.19
11/18/2011,24.4,594.88,367.06,5.74,89.76
11/21/2011,24.11,580.94,361.25,5.45,89.17
11/22/2011,23.91,580,368.59,5.33,87.31
11/23/2011,23.6,570.11,359.27,5.1,85.84
11/25/2011,23.44,563,355.93,5.13,86.68
11/28/2011,23.99,588.19,368.21,5.21,88.66
11/29/2011,23.96,582.93,365.35,5.04,87.07
11/30/2011,24.67,599.39,374.16,5.41,93.98
12/1/2011,24.38,613.77,379.77,5.5,92.58
12/2/2011,24.32,620.36,381.51,5.61,95.34
12/5/2011,24.79,625.65,384.75,5.76,97.86
12/6/2011,24.75,623.77,382.73,5.75,99.18
12/7/2011,24.69,623.39,380.91,5.86,103.07
12/8/2011,24.5,616.05,382.45,5.56,97.96
12/9/2011,24.79,627.42,385.34,5.69,99.46
12/12/2011,24.6,625.39,383.6,5.42,96.11
12/13/2011,24.85,625.63,380.64,5.29,93.18
12/14/2011,24.68,618.07,372.2,5.2,91.42
12/15/2011,24.65,619.54,370.97,5.23,90.1
12/16/2011,25.08,625.96,373.01,5.17,88.33
12/19/2011,24.62,621.83,374.17,4.96,85.98
12/20/2011,25.11,630.37,387.62,5.14,89.2
12/21/2011,24.85,625.82,388.11,5.2,90.2
12/22/2011,24.89,629.7,390.17,5.44,92.57
12/23/2011,25.11,633.14,394.85,5.57,91.95
12/27/2011,25.12,640.25,397.98,5.45,90.1
12/28/2011,24.9,639.7,394.17,5.26,88.35
12/29/2011,25.1,642.4,396.6,5.43,89.23
12/30/2011,25.04,645.9,396.48,5.53,88.66
1/3/2012,25.82,665.41,402.58,5.77,93.49
1/4/2012,26.43,668.28,404.75,5.78,92.88
1/5/2012,26.7,659.01,409.24,6.27,92.73
1/6/2012,27.11,650.02,413.52,6.14,91.59
1/9/2012,26.76,622.46,412.86,6.23,92.83
1/10/2012,26.85,623.14,414.34,6.59,96.4
1/11/2012,26.74,625.96,413.67,6.83,97.8
1/12/2012,27.01,629.64,412.53,6.75,99.23
1/13/2012,27.25,624.99,410.98,6.57,97.02
1/17/2012,27.26,628.58,415.77,6.44,95.77
1/18/2012,27.23,632.91,420.09,6.76,102.27
1/19/2012,27.12,639.57,418.76,6.92,105.57
1/20/2012,28.66,585.99,411.46,7.03,106.61
1/23/2012,28.67,585.52,418.42,7.21,106.07
1/24/2012,28.3,580.93,411.57,7.25,106.74
1/25/2012,28.51,569.49,437.27,7.31,106.15
1/26/2012,28.45,568.1,435.28,7.26,106.43
1/27/2012,28.19,579.98,437.88,7.25,109.58
1/30/2012,28.56,577.69,443.49,7.03,107.58
1/31/2012,28.48,580.11,446.88,7.09,109.29
2/1/2012,28.83,580.83,446.6,7.32,111.23
2/2/2012,28.89,585.11,445.55,7.41,111.17
2/3/2012,29.17,596.33,450.02,7.8,115.23
2/6/2012,29.13,609.09,454.21,7.92,115.09
2/7/2012,29.27,606.77,458.97,7.81,113.71
2/8/2012,29.57,609.85,466.66,8.08,113.87
2/9/2012,29.68,611.46,482.8,8.13,113.61
2/10/2012,29.42,605.91,483.05,8.02,111.88
2/13/2012,29.49,612.2,492.03,8.2,112.29
2/14/2012,29.37,609.76,498.75,7.93,110.66
2/15/2012,29.17,605.56,487.21,7.74,110.95
2/16/2012,30.38,606.52,491.65,8.04,112.49
2/17/2012,30.34,604.64,491.56,7.97,113.64
2/21/2012,30.52,614,504.03,8.06,114.34
2/22/2012,30.36,607.94,502.25,7.9,112.12
2/23/2012,30.46,606.11,505.53,7.97,113.53
2/24/2012,30.56,609.9,511.43,7.83,113.6
2/27/2012,30.44,609.31,514.71,7.99,113.95
2/28/2012,30.94,618.39,524.15,8.07,115.16
2/29/2012,30.82,618.25,531.03,7.93,113.22
3/1/2012,31.35,622.4,533.02,8.08,119.11
3/2/2012,31.15,621.25,533.72,8.09,117.96
3/5/2012,30.87,614.25,521.95,7.93,116.66
3/6/2012,30.64,604.96,519.11,7.68,111.78
3/7/2012,30.91,606.8,519.53,7.98,114.46
3/8/2012,31.08,607.14,530.59,8.02,115.22
3/9/2012,31.06,600.25,533.71,8.01,115.34
3/12/2012,31.11,605.15,540.39,7.95,115.04
3/13/2012,31.72,617.78,556.16,8.45,122.47
3/14/2012,31.82,615.99,577.18,8.8,118.37
3/15/2012,31.89,621.13,573.25,9.2,121.01
3/16/2012,31.65,625.04,573.26,9.76,120.88
3/19/2012,31.26,633.98,588.46,9.49,122.23
3/20/2012,31.06,633.49,593.22,9.77,123.92
3/21/2012,30.98,639.98,589.83,9.78,123.89
3/22/2012,31.07,646.05,586.74,9.56,122.66
3/23/2012,31.08,642.59,583.52,9.81,124.08
3/26/2012,31.64,649.33,594.22,9.89,125.94
3/27/2012,31.57,647.02,601.56,9.56,124.23
3/28/2012,31.25,655.76,604.63,9.71,124.26
3/29/2012,31.18,648.41,597.04,9.49,121.7
3/30/2012,31.32,641.24,586.94,9.53,122.3
4/2/2012,31.35,646.92,605.62,9.64,122.82
4/3/2012,31.01,642.62,616.09,9.45,120.67
4/4/2012,30.3,635.15,611.18,9.16,117.96
4/5/2012,30.6,632.32,620.36,9.19,116.04
4/9/2012,30.19,630.84,622.85,8.89,115.07
4/10/2012,29.58,626.86,615.23,8.5,112.65
4/11/2012,29.47,635.96,613.03,8.82,114
4/12/2012,30.08,651.01,609.68,9.13,118.39
4/13/2012,29.91,624.6,592.5,8.64,113.18
4/16/2012,30.17,606.07,567.93,8.75,115.77
4/17/2012,30.52,609.57,596.88,8.88,114.92
4/18/2012,30.23,607.45,595.55,8.88,113.41
4/19/2012,30.11,599.3,575.09,8.73,111.71
4/20/2012,31.48,596.06,560.93,8.32,110.57
4/23/2012,31.18,597.6,559.68,8.14,109.89
4/24/2012,30.99,601.27,548.5,8.17,112.21
4/25/2012,31.26,609.72,597.17,8.22,112.08
4/26/2012,31.17,615.47,594.92,8.23,112.65
4/27/2012,31.05,614.98,590.32,8.21,112.51
4/30/2012,31.09,604.85,571.7,8.07,113.23
5/1/2012,31.08,604.43,569.89,8.27,113.41
5/2/2012,30.87,607.26,573.66,8.12,111.88
5/3/2012,30.83,611.02,569.59,7.96,109.67
5/4/2012,30.08,596.97,553.37,7.71,107.18
5/7/2012,29.76,607.55,557.51,7.92,108.21
5/8/2012,29.61,612.79,556.23,7.75,107.55
5/9/2012,29.86,609.15,557.21,7.7,105.5
5/10/2012,29.84,613.66,558.52,7.67,104.55
5/11/2012,30.25,605.23,554.79,7.52,100.43
5/14/2012,29.79,604,546.48,7.32,98.11
5/15/2012,29.52,611.11,541.54,7.27,98.21
5/16/2012,29.22,628.93,534.6,7.08,96.57
5/17/2012,29.04,623.05,518.97,6.95,95.46
5/18/2012,28.6,600.4,519.23,6.99,93.9
5/21/2012,29.07,614.11,549.48,6.8,94.9
5/22/2012,29.08,600.8,545.26,6.95,95.91
5/23/2012,28.45,609.46,558.56,7.14,96.41
5/24/2012,28.41,603.66,553.43,7.11,95.25
5/25/2012,28.4,591.53,550.47,7.12,95.09
5/29/2012,28.89,594.34,560.24,7.41,96.69
5/30/2012,28.67,588.23,566.99,7.18,93.48
5/31/2012,28.53,580.86,565.58,7.33,94.56
6/1/2012,27.8,570.98,549.19,7,91.53
6/4/2012,27.9,578.59,552.43,6.88,89.91
6/5/2012,27.86,570.41,551,7.08,91.11
6/6/2012,28.68,580.57,559.44,7.62,93.83
6/7/2012,28.56,578.23,559.7,7.4,92.88
6/8/2012,28.97,580.45,568.12,7.54,93.41
6/11/2012,28.24,568.5,559.16,7.26,91.69
6/12/2012,28.62,565.1,564.05,7.47,92.92
6/13/2012,28.47,561.09,560.13,7.48,91.61
6/14/2012,28.67,559.05,559.51,7.64,92.7
6/15/2012,29.34,564.51,562.06,7.88,94.52
6/18/2012,29.16,570.85,573.46,7.74,92.51
6/19/2012,30,581.53,575.06,8.08,95.22
6/20/2012,30.23,577.51,573.42,8.11,95.4
6/21/2012,29.45,565.21,565.52,7.8,92.78
6/22/2012,30,571.48,569.86,7.91,92.51
6/25/2012,29.19,560.7,558.77,7.58,90.13
6/26/2012,29.34,564.68,560,7.6,89.94
6/27/2012,29.48,569.3,562.42,7.75,92.16
6/28/2012,29.23,564.31,557.09,7.72,92.37
6/29/2012,29.89,580.07,571.72,8.15,94.72
7/2/2012,29.86,580.47,580.06,8.02,95.97
7/3/2012,30.06,587.83,586.81,8.03,97.42
7/5/2012,30,595.92,597.12,7.8,94.77
7/6/2012,29.5,585.98,593.14,7.64,94.33
7/9/2012,29.32,586.01,600.98,7.54,93.34
7/10/2012,29.06,581.7,595.42,7.46,93.12
7/11/2012,28.63,571.19,591.72,7.61,93.99
7/12/2012,27.98,570.48,586.31,7.46,92.9
7/13/2012,28.72,576.52,592.25,7.8,96.27
7/16/2012,28.77,574.92,594.15,7.79,96.51
7/17/2012,28.98,576.73,594.18,7.9,96.81
7/18/2012,29.76,580.76,593.51,7.51,95.36
7/19/2012,29.97,593.06,601.4,7.24,93.87
7/20/2012,29.43,610.82,591.59,7.05,93.04
7/23/2012,28.61,615.51,591.13,7.07,92.05
7/24/2012,28.49,607.57,588.29,7.02,93.34
7/25/2012,28.17,607.99,562.88,7.05,94.81
7/26/2012,28.5,613.36,562.79,7.15,96.89
7/27/2012,29.08,634.96,572.86,7.29,100.43
7/30/2012,28.97,632.3,582.52,7.26,99.68
7/31/2012,28.8,632.97,597.92,7.32,99.7
8/1/2012,28.74,632.68,594.05,7.2,98.9
8/2/2012,28.53,628.75,595.01,7.16,96.64
8/3/2012,29.07,641.33,602.75,7.41,99.77
8/6/2012,29.27,642.82,609.46,7.62,100.8
8/7/2012,29.57,640.54,607.86,7.65,102.01
8/8/2012,29.64,642.23,606.83,7.65,101.28
8/9/2012,29.81,642.35,610.29,7.7,102.36
8/10/2012,29.73,642,611.24,7.72,101.79
8/13/2012,29.7,660.01,619.4,7.7,102.37
8/14/2012,29.64,668.66,621.06,7.76,102.03
8/15/2012,29.71,667.54,620.22,7.85,101.9
8/16/2012,30.28,672.87,625.64,7.9,102.25
8/17/2012,30.4,677.14,637.21,7.97,102.36
8/20/2012,30.24,675.54,653.96,8.12,104.02
8/21/2012,30.3,669.51,645.02,8.16,104.06
8/22/2012,30.04,677.18,657.62,8.19,103.42
8/23/2012,29.77,676.8,651.48,8.12,102.84
8/24/2012,30.06,678.63,652.06,8.13,103.71
8/27/2012,30.19,669.22,664.31,8.04,103.87
8/28/2012,30.13,677.25,663.45,7.93,104.23
8/29/2012,30.15,688.01,662.14,7.97,104.73
8/30/2012,29.83,681.68,652.7,7.89,103.92
8/31/2012,30.32,685.09,654.05,7.96,104.92
9/4/2012,29.89,681.04,663.62,7.97,105.6
9/5/2012,29.89,680.72,658.96,7.93,109.11
9/6/2012,30.84,699.4,664.89,8.33,112.68
9/7/2012,30.45,706.15,668.99,8.78,115.45
9/10/2012,30.22,700.77,651.59,8.56,113.81
9/11/2012,30.29,692.19,649.48,9.01,115.8
9/12/2012,30.28,690.88,658.52,8.95,117.34
9/13/2012,30.44,706.04,671.49,9.38,119.75
9/14/2012,30.7,709.68,679.65,9.53,120.44
9/17/2012,30.7,709.98,688.01,9.28,118.99
9/18/2012,30.67,718.28,690.1,9.21,118.97
9/19/2012,30.54,727.5,690.29,9.27,118.12
9/20/2012,30.94,728.12,686.95,9.17,116.74
9/21/2012,30.68,733.99,688.31,9.09,115.83
9/24/2012,30.28,749.38,679.17,9.08,115.71
9/25/2012,29.89,749.16,662.21,8.91,112.64
9/26/2012,29.68,753.46,653.99,8.8,112.22
9/27/2012,29.67,756.5,669.86,8.95,114.35
9/28/2012,29.28,754.5,655.88,8.81,112.82
10/1/2012,29.01,761.78,648.3,8.94,115.97
10/2/2012,29.18,756.99,650.19,8.91,116.36
10/3/2012,29.37,762.5,660.15,9.09,117.01
10/4/2012,29.54,768.05,655.58,9.39,118.99
10/5/2012,29.36,767.65,641.61,9.3,118.4
10/8/2012,29.29,757.84,627.43,9.26,118.55
10/9/2012,28.8,744.09,625.15,9.19,118.72
10/10/2012,28.51,744.56,630.13,9.19,119.17
10/11/2012,28.48,751.48,617.53,9.32,121.06
10/12/2012,28.72,744.75,619.12,9.1,119.29
10/15/2012,29.03,740.98,624.08,9.42,123.55
10/16/2012,29.01,744.7,638.86,9.44,122.28
10/17/2012,29.11,755.49,633.77,9.42,123.97
10/18/2012,29.02,695,622,9.45,124.2
10/19/2012,28.17,681.79,599.58,9.42,122.68
10/22/2012,27.54,678.67,623.36,9.53,121.84
10/23/2012,27.59,680.35,603.04,9.34,118.1
10/24/2012,27.45,677.3,606.45,9.29,118.86
10/25/2012,27.43,677.76,599.29,9.22,118.81
10/26/2012,27.75,675.15,593.84,9.1,118.53
10/31/2012,28.07,680.3,585.31,9.3,121.46
11/1/2012,29.04,687.59,586.5,9.72,123.9
11/2/2012,29.02,687.92,567.1,9.83,122.31
11/5/2012,29.15,682.96,574.79,9.73,123.14
11/6/2012,29.37,681.72,573.05,9.92,125.29
11/7/2012,28.61,667.12,551.12,9.21,117.08
11/8/2012,28.34,652.29,531.12,9.37,114.39
11/9/2012,28.36,663.03,540.31,9.41,115.27
11/12/2012,27.76,665.9,536.14,9.37,116.35
11/13/2012,26.87,659.05,536.21,9.31,115.59
11/14/2012,26.62,652.55,530.26,8.97,113.37
11/15/2012,26.44,647.26,519.14,9.07,114.56
11/16/2012,26.3,647.18,521.17,9.1,114.96
11/19/2012,26.51,668.21,558.75,9.47,117.4
11/20/2012,26.49,669.97,553.99,9.61,117.19
11/21/2012,26.73,665.87,554.77,9.75,116.81
11/23/2012,27.47,667.97,564.45,9.88,119.4
11/26/2012,27.17,661.15,582.26,9.82,120.02
11/27/2012,26.86,670.71,577.57,9.64,117.51
11/28/2012,27.14,683.67,575.75,9.74,118.93
11/29/2012,26.73,691.89,582.09,9.81,118.33
11/30/2012,26.4,698.37,578.06,9.84,117.39
12/3/2012,26.21,695.25,578.96,9.78,118
12/4/2012,26.15,691.03,568.75,9.89,116.19
12/5/2012,26.45,687.82,532.15,10.45,116.73
12/6/2012,26.51,691.13,540.49,10.45,116.8
12/7/2012,26.24,684.21,526.67,10.63,116.18
12/10/2012,26.72,685.42,523.29,10.56,116.61
12/11/2012,27.1,696.88,534.71,10.5,118.46
12/12/2012,27.02,697.56,532.35,10.6,117.69
12/13/2012,26.89,702.7,523.16,10.53,118.1
12/14/2012,26.59,701.96,503.5,10.57,118.96
12/17/2012,26.88,720.78,512.43,10.99,123.07
12/18/2012,27.33,721.07,527.32,11.35,127.34
12/19/2012,27.09,720.11,519.82,11.18,126.82
12/20/2012,27.45,722.36,515.3,11.51,129.28
12/21/2012,27.22,715.63,512.93,11.28,128.01
12/24/2012,26.84,709.5,513.76,11.24,127.11
12/26/2012,26.64,708.87,506.67,11.53,126.73
12/27/2012,26.74,706.29,508.71,11.46,126.24
12/28/2012,26.33,700.01,503.31,11.35,125.09
12/31/2012,26.49,707.38,525.61,11.6,127.13
